6;01030401;Δοκίμιον,το
5;01030500;Τ.Δ.Καλυβίων
6;01030501;Καλύβια,τα
6;01030502;'Αγιος Γεώργιος,ο
6;01030503;Πλάτανος,ο
5;01030600;Τ.Δ.Καμαρούλας
6;01030601;Καμαρούλα,η
6;01030602;Κοκκινοπύλια,τα
5;01030700;Τ.Δ.Σκουτεσιάδας
6;01030701;Ραΐνα,η
6;01030702;Σκουτεσιάδα,η
4;01040000;ΔΗΜΟΣ ΑΙΤΩΛΙΚΟΥ
5;01040100;Τ.Δ.Αιτωλικού
6;01040101;Αιτωλικόν,το
6;01040102;'Αγιος Νικόλαος,ο
6;01040103;Κεφαλόβρυσον,το
6;01040104;Μέσα Πηγάδι,το
6;01040105;Μπούζα,η
6;01040106;Νησάκι,το
6;01040107;Πόρος,ο (νησίς)
6;01040108;Χαλίκιον,το
5;01040200;Τ.Δ.Αγίου Ηλία
6;01040201;'Αγιος Ηλίας,ο
5;01040300;Τ.Δ.Σταμνάς
6;01040301;Σταμνά,η
6;01040302;Κεφαλόβρυσος,ο
6;01040303;Σταθμός Σταμνάς,ο
5;01040400;Τ.Δ.Φραγκουλαιίκων
6;01040401;Φραγκουλαίικα,τα
5;01040500;Τ.Δ.Χρυσοβεργίου
6;01040501;Χρυσοβέργιον,το
6;01040502;Γιατσαίικα,τα
4;01050000;ΔΗΜΟΣ ΑΛΥΖΙΑΣ
5;01050100;Τ.Δ.Κανδήλας
6;01050101;Κανδήλα,η
5;01050200;Τ.Δ.Αρχοντοχωρίου
6;01050201;Αρχοντοχώριον,το
6;01050202;'Αγιος Αθανάσιος, ο
6;01050203;Παλιόβαρκα,η
5;01050300;Τ.Δ.Βάρνακα
6;01050301;Βάρνακας,ο
5;01050400;Τ.Δ.Μύτικα
6;01050401;Μύτικας,ο
5;01050500;Τ.Δ.Παναγούλας
6;01050501;Παναγούλα,η
4;01060000;ΔΗΜΟΣ ΑΜΦΙΛΟΧΙΑΣ
5;01060100;Τ.Δ.Αμφιλοχίας
6;01060101;Αμφιλοχία,η
6;01060102;Λιμναία,η
6;01060103;Μπούκκα,η
6;01060104;Πλατός,ο
5;01060200;Τ.Δ.Αμπελακίου
6;01060201;Αμπελάκιον,το
6;01060202;Αμφιλοχικό 'Αργος,το
6;01060203;Αριάδα,η
6;01060204;Κάμπος,ο
6;01060205;Κεραμίδι,το
5;01060300;Τ.Δ.Ανοιξιάτικου
6;01060301;Ανοιξιάτικον,το
6;01060302;Αγία Τριάς,η
6;01060303;Κατάφουρκον,το
6;01060304;Μαυροράχη,η
6;01060305;Μονή Ρέθα,η
6;01060306;Ξηρολίβαδον,το
6;01060307;Πετράλωνα,τα
6;01060308;Προφήτης Ηλίας,ο (τ.Πλακωτή,η)
6;01060309;Πτελέα,η
6;01060310;Σκρέικο,το
6;01060311;Τριανταφυλλούλα,η
6;01060312;Τσούκκα,η
6;01060313;Ψηλά Αλώνια,τα
5;01060400;Τ.Δ.Βαρετάδας
6;01060401;Βαρετάδα,η
5;01060500;Τ.Δ.Κεχρινιάς
6;01060501;Κεχρινιά,η
6;01060502;'Αγιοι Θεόδωροι,οι
6;01060503;Κάναλος,ο
6;01060504;Κομποθέκλα,η
6;01060505;Μακρυχώρια,τα
6;01060506;Φαλαγγιάς,ο
5;01060600;Τ.Δ.Λουτρού
6;01060601;Κρίκελλος,ο
6;01060602;Ξηράκια,τα
5;01060700;Τ.Δ.Μέγα Κάμπου (της πρώην κοινότητας Βαρετάδας 011106)
6;01060701;Μέγας Κάμπος,ο
5;01060800;Τ.Δ.Σαρδινίων
6;01060801;Σαρδίνια,τα
6;01060802;Καλύβια,τα
5;01060900;Τ.Δ.Σπάρτου
6;01060901;Σπάρτον,το
6;01060902;Πηγαδάκι,το
6;01060903;Τρία Αλώνια,τα
5;01061000;Τ.Δ.Στάνου
6;01061001;Στάνος,ο
4;01070000;ΔΗΜΟΣ ΑΝΑΚΤΟΡΙΟΥ
5;01070100;Τ.Δ.Βόνιτσας (Βονίτσης)
6;01070101;Βόνιτσα,η
6;01070102;'Ακτιον,το
6;01070103;Νέα Καμαρίνα,η
5;01070200;Τ.Δ.Αγίου Νικολάου Βονίτσης και Ξηρομέρου
6;01070201;'Αγιος Νικόλαος,ο
5;01070300;Τ.Δ.Δρυμού
6;01070301;Δρυμός,ο
6;01070302;Πέτρα,η
5;01070400;Τ.Δ.Θυρίου (τ.Θυρρείου)
6;01070401;Θύριον,το (τ.Θύρρειον,το)
6;01070402;Γούργουβλη,η
5;01070500;Τ.Δ.Μοναστηρακίου
6;01070501;Μοναστηράκιον,το
6;01070502;Κορπή,η
5;01070600;Τ.Δ.Παλιαμπέλων
6;01070601;Παλιάμπελα,τα
4;01080000;ΔΗΜΟΣ ΑΝΤΙΡΡΙΟΥ
5;01080100;Τ.Δ.Αντιρρίου
6;01080101;Αντίρριον,το
6;01080102;Καραούλια,τα
6;01080103;Μυρτιά,η
6;01080104;Σπαρτοράχη,η
5;01080200;Τ.Δ.Μακυνείας
6;01080201;Μακύνεια,η
6;01080202;'Αγιος Πολύκαρπος,ο
6;01080203;Αγραπιδόκαμπος,ο
6;01080204;Ρίζα,η
5;01080300;Τ.Δ.Μαλυκρείου
6;01080301;Μολύκρειον,το
6;01080302;'Ανω Πλατανίτης,ο
6;01080303;Πλατανίτης,ο
6;01080304;Φραγκαίϊκα,τα
4;01090000;ΔΗΜΟΣ ΑΠΟΔΟΤΙΑΣ
5;01090100;Τ.Δ.'Ανω Χώρας
6;01090101;'Ανω Χώρα,η
5;01090200;Τ.Δ.Αμπελακιωτίσσης
6;01090201;Αμπελακιώτισσα,η
5;01090300;Τ.Δ.Αναβρυτής
6;01090301;Αναβρυτή,η
5;01090400;Τ.Δ.Ασπριάς
6;01090401;Ασπριά,η
5;01090500;Τ.Δ.Γραμμένης Οξυάς
6;01090501;Γραμμένη Οξυά,η
5;01090600;Τ.Δ.Γρηγορίου
6;01090601;Γρηγόριον,το
5;01090700;Τ.Δ.Ελατόβρυσης
6;01090701;Ελατόβρυση,η
5;01090800;Τ.Δ.Ελατούς
6;01090801;Ελατού,η
5;01090900;Τ.Δ.Καλλονής
6;01090901;Καλλονή,η
5;01091000;Τ.Δ.Καταφυγίου
6;01091001;Καταφύγιον,το
6;01091002;Γολέμιον,το
5;01091100;Τ.Δ.Κάτω Χώρας
6;01091101;Κάτω Χώρα,η
5;01091200;Τ.Δ.Κεντρικής
6;01091201;Κεντρική,η
6;01091202;Σέλλος,ο
5;01091300;Τ.Δ.Κοκκινοχωρίου
6;01091301;Κοκκινοχώριον,το
6;01091302;Σωτήρω,η
6;01091303;Χρίσοβον,το
5;01091400;Τ.Δ.Κρυονερίων
6;01091401;Κρυονέρια,τα
5;01091500;Τ.Δ.Κυδωνέας
6;01091501;Κυδωνέα,η
5;01091600;Τ.Δ.Λεύκας
6;01091601;Λεύκα,η
5;01091700;Τ.Δ.Λιμνίτσης
6;01091701;Λιμνίτσα,η
5;01091800;Τ.Δ.Μανδρινής
6;01091801;Μανδρινή,η
5;01091900;Τ.Δ.Πόδου
6;01091901;Πόδος,ο
5;01092000;Τ.Δ.Τερψιθέας
6;01092001;Τερψιθέα,η
4;01100000;ΔΗΜΟΣ ΑΡΑΚΥΝΘΟΥ
5;01100100;Τ.Δ.Παππαδατών
6;01100101;Παππαδάται,οι
6;01100102;Λωλέικα,τα
5;01100200;Τ.Δ.'Ανω Κερασόβου
6;01100201;'Ανω Κεράσοβον,το
6;01100202;Δάφνη,η
6;01100203;Κλήμα,το
5;01100300;Τ.Δ.Γραμματικούς
6;01100301;Γραμματικού,η
5;01100400;Τ.Δ.Ζευγαρακίου
6;01100401;Ζευγαράκιον,το
6;01100402;'Ανω Ζευγαράκιον,το
6;01100403;Καμαρετσαίικα,τα
5;01100500;Τ.Δ.Κάτω Κερασόβου
6;01100501;Κάτω Κεράσοβον,το
5;01100600;Τ.Δ.Ματαράγκας
6;01100601;Ματαράγκα,η
6;01100602;Αγία Μαρίνα,η
6;01100603;Παλαιοπλάτανος,ο
4;01110000;ΔΗΜΟΣ ΑΣΤΑΚΟΥ
5;01110100;Τ.Δ.Αστακού
6;01110101;Αστακός,ο
6;01110102;Βαλτίον,το
5;01110200;Τ.Δ.Αγραμπέλων
6;01110201;Αγράμπελα,τα
5;01110300;Τ.Δ.Βασιλοπούλου
6;01110301;Βασιλόπουλον,το
5;01110400;Τ.Δ.Βλιζιανών
6;01110401;Βλιζιανά,τα
5;01110500;Τ.Δ.Καραϊσκάκη
6;01110501;Καραϊσκάκης,ο
5;01110600;Τ.Δ.Μαχαιρά
6;01110601;Μαχαιράς,ο
5;01110700;Τ.Δ.Μπαμπίνης
6;01110701;Μπαμπίνη,η
5;01110800;Τ.Δ.Παλαιομανίνας
6;01110801;Παλαιομάνινα,η
5;01110900;Τ.Δ.Προδρόμου
6;01110901;Πρόδρομος,ο
5;01111000;Τ.Δ.Σκουρτούς
6;01111001;Σκουρτού,η
5;01111100;Τ.Δ.Στρογγυλοβουνίου
6;01111101;Στρογγυλοβούνιον,το
6;01111102;Μάνινα Βλιζιανών,η
5;01111200;Τ.Δ.Χρυσοβίτσης
6;01111201;Χρυσόβιτσα,η
4;01120000;ΔΗΜΟΣ ΘΕΡΜΟΥ
5;01120100;Τ.Δ.Θέρμου
6;01120101;Θέρμον,το
6;01120102;Κουλούρια,τα
6;01120103;Μάνδρα,η
6;01120104;Μάραθος,ο
6;01120105;Μέγας Δένδρος,ο
6;01120106;Ταξιάρχης,ο
5;01120200;Τ.Δ.Αβαρίκου
6;01120201;Αβαρίκος,ο
6;01120202;Πίνη,η
5;01120300;Τ.Δ.Αγίας Σοφίας
6;01120301;Αγία Σοφία,η
6;01120302;Μαυροβορός,ο
6;01120303;Πουρνάρα,η
5;01120400;Τ.Δ.Αετοπέτρας
6;01120401;Αετόπετρα,η
5;01120500;Τ.Δ.Αμβρακίας
6;01120501;Αμβρακία,η
5;01120600;Τ.Δ.Αναλήψεως
6;01120601;Ανάληψις,η
6;01120602;Καημένα Αμπέλια,τα
6;01120603;Κόφτρα,η
6;01120604;Μαραθούλα,η
6;01120605;Παλιουριά,η
5;01120700;Τ.Δ.Αργυρού Πηγαδίου
6;01120701;Αργυρόν Πηγάδιον,το
6;01120702;Θεοτόκος,η
5;01120800;Τ.Δ.Διασελλακίου
6;01120801;Διασελλάκιον,το
5;01120900;Τ.Δ.Διπλατάνου
6;01120901;Διπλάτανος,ο
5;01121000;Τ.Δ.Δρυμώνος
6;01121001;Δρυμών,ο
6;01121002;Αγία Τριάδα,η
6;01121003;'Ανω Δρυμών,ο
6;01121004;Κοσκινάς,ο
5;01121100;Τ.Δ.Καλουδίου
6;01121101;Καλούδιον,το
6;01121102;Δουναίικα,τα
6;01121103;Μαραθιάς,ο
5;01121200;Τ.Δ.Κάτω Χρυσοβίτσης
6;01121201;Κάτω Χρυσοβίτσα,η
6;01121202;Διάσελλον,το
6;01121203;Δοσούλα,η
6;01121204;Κουτσομήλια,τα
5;01121300;Τ.Δ.Κοκκινόβρυσης
6;01121301;Αμπέλια,τα
6;01121302;'Αγιος Θεόδωρος,ο
6;01121303;Κοκκινόβρυση,η
5;01121400;Τ.Δ.Κονίσκης
6;01121401;Κονίσκα,η
6;01121402;'Αγιος Ιωάννης,ο
6;01121403;Πούλινος,ο
5;01121500;Τ.Δ.Λευκού
6;01121501;Λευκόν,το
5;01121600;Τ.Δ.Μυρτέας
6;01121601;Μυρτέα,η
6;01121602;Λουτρά,τα
6;01121603;Παλαιόμυλος,ο
6;01121604;Πέρεβος,ο
5;01121700;Τ.Δ.Νεροχωρίου
6;01121701;Νεροχώριον,το
6;01121702;Μελίγκοβα,η
6;01121703;Μισάμπελλα,τα
5;01121800;Τ.Δ.Παμφίου
6;01121801;Πάμφιον,το
5;01121900;Τ.Δ.Πέρκου
6;01121901;Πέρκος,ο
5;01122000;Τ.Δ.Πετροχωρίου
6;01122001;Πετροχώριον,το
6;01122002;Πριοναίικα,τα
5;01122100;Τ.Δ.Σιταραλώνων
6;01122101;Σιταράλωνα,τα
5;01122200;Τ.Δ.Χαλικίου Αμβρακίας
6;01122201;Δάφνη,η
6;01122202;Λαδικού,η
6;01122203;Νεροσύρτης,ο
6;01122204;Χαλίκιον,το
5;01122300;Τ.Δ.Χρυσοβίτσας
6;01122301;Χρυσοβίτσα,η
6;01122302;Δοκίμια,τα
6;01122303;Ρόγγια,τα
4;01130000;ΔΗΜΟΣ ΘΕΣΤΙΕΩΝ
5;01130100;Τ.Δ.Καινουργίου
6;01130101;Καινούργιον,το
6;01130102;'Ανω Βλοχός,ο
6;01130103;Κακαβάς,ο
6;01130104;Καρραίικα,τα
5;01130200;Τ.Δ.Νέας Αβόρανης
6;01130201;Νέα Αβόρανη,η
5;01130300;Τ.Δ.Παναιτωλίου
6;01130301;Παναιτώλιον,το
5;01130400;Τ.Δ.Προσηλίων
6;01130401;Προσήλια,τα
6;01130402;Λάσπαι,αι
4;01140000;ΔΗΜΟΣ ΙΝΑΧΟΥ
5;01140100;Τ.Δ.Χαλκιοπούλων
6;01140101;Νέο Χαλκιόπουλο,το
6;01140102;'Αγιοι Θεόδωροι,οι
6;01140103;'Αγιος Βλάσιος,ο
6;01140104;'Αγιος Μηνάς,ο
6;01140105;Αγραπιδόκαμπος,ο
6;01140106;Ξωμερή,η
6;01140107;Προσήλια,τα
6;01140108;Χαλκιόπουλοι,οι
5;01140200;Τ.Δ.Αγριδίου
6;01140201;Νέον Αγρίδιον,το
6;01140202;Δρομίτσα,η
6;01140203;Κάμινος,η
5;01140300;Τ.Δ.Αλευράδας
6;01140301;Αλευράδα,η
6;01140302;Κρεμαστά Συκιάς,τα
6;01140303;Πιστιανά,τα
5;01140400;Τ.Δ.Αμοργιανών
6;01140401;Αμοργιανοί,οι
6;01140402;Μαλαταίικον,το
6;01140403;Πραντικόν,το
6;01140404;Χαμορίκι,το
5;01140500;Τ.Δ.Βρουβιανών
6;01140501;Βρουβιανά,τα
6;01140502;Αυλάκιον,το
5;01140600;Τ.Δ.Γιαννοπούλων
6;01140601;Παλιάμπελα,τα
6;01140602;Γιαννόπουλοι,οι
5;01140700;Τ.Δ.Εμπεσού
6;01140701;Εμπεσός,ο
6;01140702;Γραμματσούλι,το
6;01140703;Σκατζόκαμπος,ο
6;01140704;Συκέα,η
6;01140705;Φτελιά,η
5;01140800;Τ.Δ.Μαλεσιάδας
6;01140801;Νέα Μαλεσιάδα,η
6;01140802;'Ανω Κάμπος,ο
6;01140803;Μαρανέλι,το
5;01140900;Τ.Δ.Μπαμπαλιού
6;01140901;Μπαμπαλιόν,το
5;01141000;Τ.Δ.Πατιοπούλου
6;01141001;Πατιόπουλον,το
6;01141002;Θύαμος,ο
6;01141003;Πετσάλια,τα
6;01141004;Φράγκου,η
5;01141100;Τ.Δ.Περδικακίου
6;01141101;Περδικάκιον,το
6;01141102;Πηγάδια,τα
5;01141200;Τ.Δ.Πετρώνας
6;01141201;Πετρώνα,η
6;01141202;Βαρκό Κυπριό,το
6;01141203;Υπαπαντή,η
5;01141300;Τ.Δ.Ποδογοράς (της πρώην κοινότητας Βαρετάδας 011106)
6;01141301;Ποδογορά,η
5;01141400;Τ.Δ.Σταθά
6;01141401;Σταθάς,ο
6;01141402;Παυλιάδα,η
6;01141403;Ποταμιά,η
5;01141500;Τ.Δ.Τρικλίνου
6;01141501;Τρίκλινον,το
6;01141502;Αμπέλιον,το
4;01150000;ΔΗΜΟΣ ΜΑΚΡΥΝΕΙΑΣ
5;01150100;Τ.Δ.Γαβαλούς
6;01150101;Γαβαλού,η
6;01150102;Κουρτελαίικα,τα
5;01150200;Τ.Δ.Αγίου Ανδρέου
6;01150201;'Αγιος Ανδρέας,ο
6;01150202;'Ανω Μετάπα,η
5;01150300;Τ.Δ.Ακρών (Λιθοβουνίου)
6;01150301;'Ακραι,αι (τ.Λιθοβούνιον,το)
6;01150302;Βαρκά,τα
6;01150303;Σαράντη,η
5;01150400;Τ.Δ.Δαφνιά
6;01150401;Δαφνιάς,ο
6;01150402;Παλαιοζεύγαρον,το
5;01150500;Τ.Δ.Κάτω Μακρινούς
6;01150501;Κάτω Μακρινού,η
5;01150600;Τ.Δ.Καψοράχης (Παλαιοχωρίου)
6;01150601;Καψοράχη,η
6;01150602;Παλαιοχώριον,το
5;01150700;Τ.Δ.Μακρινούς
6;01150701;Μακρινού,η
6;01150702;Αγία Τριάς,η
6;01150703;'Αγιοι Απόστολοι,οι
6;01150704;Κυψέλη,η
6;01150705;Μεταξάς,ο
5;01150800;Τ.Δ.Μεσαρίστης
6;01150801;Μεσάριστα,η
6;01150802;Καζαναίικα,τα
6;01150803;Παραδείσιον,το
6;01150804;Τσιλιγιανναίικα,τα
5;01150900;Τ.Δ.Ποταμούλας Μεσολογγίου
6;01150901;Ποταμούλα,η
5;01151000;Τ.Δ.Τριχωνίου
6;01151001;Τριχώνιον,το
4;01160000;ΔΗΜΟΣ ΜΕΔΕΩΝΟΣ
5;01160100;Τ.Δ.Κατούνας
6;01160101;Κατούνα,η
6;01160102;'Αγιος Νικόλαος,ο
6;01160103;Λουτράκιον,το
5;01160200;Τ.Δ.Αετού
6;01160201;Αετός,ο
5;01160300;Τ.Δ.Αχυρών
6;01160301;Αχυρά,τα
5;01160400;Τ.Δ.Κομπωτής
6;01160401;Κομπωτή,η
5;01160500;Τ.Δ.Κονοπίνας
6;01160501;Κονοπίνα,η
5;01160600;Τ.Δ.Τρύφου
6;01160601;Τρύφος,ο
4;01170000;ΔΗΜΟΣ ΜΕΝΙΔΙΟΥ
5;01170100;Τ.Δ.Μενιδίου
6;01170101;Μενίδιον,το
6;01170102;Ελαιοχώριον,το
6;01170103;Θεριακήσιον,το
6;01170104;Κατσούλι,το
6;01170105;Λαγκάδα,η
6;01170106;Συκούλα,η
5;01170200;Τ.Δ.Φλωριάδος
6;01170201;Φλωριάδα,η
6;01170202;Ελαιόφυτον,το
6;01170203;Καθαροβούνιον,το
6;01170204;Καστριώτισσα,η
6;01170205;Παλαιά Φλωριάδα,η (τ.Αγία Τριάδα,η)
6;01170206;Παλαιόκαστρον,το
6;01170207;Χρυσοπηγή,η
6;01170208;Χρυσορράχη,η
4;01180000;ΔΗΜΟΣ ΝΑΥΠΑΚΤΟΥ
5;01180100;Τ.Δ.Ναυπάκτου
6;01180101;Ναύπακτος,η
5;01180200;Τ.Δ.Αφροξυλιάς
6;01180201;Κάτω Αφροξυλιά,η
6;01180202;'Ανω Αφροξυλιά,η
5;01180300;Τ.Δ.Βελβίνας
6;01180301;Βελβίνα,η
5;01180400;Τ.Δ.Βλαχομάνδρας
6;01180401;Βλαχομάνδρα,η
6;01180402;Γέφυρα Μπανιά,η
6;01180403;Σφηκαίικα,τα
5;01180500;Τ.Δ.Βομβοκούς
6;01180501;Βομβοκού,η
6;01180502;'Αγιος Βασίλειος,ο
6;01180503;Λεύκα Βομβοκούς,η
6;01180504;Μάρμαρα,τα
6;01180505;Μονή Αγίου Ιωάννου,η
5;01180600;Τ.Δ.Δάφνης
6;01180601;Δάφνη,η
6;01180602;Κάτω Δάφνη,η
5;01180700;Τ.Δ.Λυγιά
6;01180701;Λυγιάς,ο
5;01180800;Τ.Δ.Μαμουλάδας
6;01180801;Κάτω Μαμουλάδα,η
6;01180802;Μαμουλάδα,η
5;01180900;Τ.Δ.Νεοκάστρου
6;01180901;Νεόκαστρον,το
6;01180902;Παλιάμπελα,τα
5;01181000;Τ.Δ.Ξηροπηγάδου
6;01181001;Ξηροπήγαδον,το
5;01181100;Τ.Δ.Παλαιοχωρακίου
6;01181101;Παλαιοχωράκιον,το
6;01181102;Μικρόν Παλαιοχωράκιον,το
5;01181200;Τ.Δ.Πιτσιναιίκων
6;01181201;Πιτσιναίικα,τα
6;01181202;Καστράκιον,το
6;01181203;Συκιά,η
5;01181300;Τ.Δ.Ριγανίου
6;01181301;Ριγάνιον,το
6;01181302;Διάσελλον,το
6;01181303;Πόρος,ο
5;01181400;Τ.Δ.Σκάλας
6;01181401;Σκάλα,η
4;01190000;ΔΗΜΟΣ ΝΕΑΠΟΛΗΣ
5;01190100;Τ.Δ.Ελαιοφύτου
6;01190101;Τριανταίικα,τα
6;01190102;Ελαιόφυτον,το
5;01190200;Τ.Δ.Μεγάλης Χώρας
6;01190201;Μεγάλη Χώρα,η
5;01190300;Τ.Δ.Νεάπολης
6;01190301;Νεάπολη,η (τ.Ρουσσαίικα,τα)
5;01190400;Τ.Δ.Σπολαίτης
6;01190401;Σπολάιτα,η
6;01190402;Αλώνια,τα
4;01200000;ΔΗΜΟΣ ΟΙΝΙΑΔΩΝ
5;01200100;Τ.Δ.Νεοχωρίου Μεσολογγίου
6;01200101;Νεοχώριον,το
6;01200102;Μαγούλα,η
6;01200103;Μάρμαρα,τα
5;01200200;Τ.Δ.Γουριάς
6;01200201;Γουριά,η
5;01200300;Τ.Δ.Κατοχής
6;01200301;Κατοχή,η
5;01200400;Τ.Δ.Λεσινίου
6;01200401;Λεσίνιον,το
5;01200500;Τ.Δ.Μάστρου
6;01200501;Μάστρον,το
6;01200502;Πλατάνια,τα
5;01200600;Τ.Δ.Πενταλόφου
6;01200601;Πεντάλοφον,το
4;01210000;ΔΗΜΟΣ ΠΑΛΑΙΡΟΥ
5;01210100;Τ.Δ.Παλαίρου
6;01210101;Πάλαιρος,η
6;01210102;Μονή Αγίου Δημητρίου,η
6;01210103;Περιβόλια,τα
6;01210104;Σκλάβαινα,τα
5;01210200;Τ.Δ.Βάτου
6;01210201;Βάτος,ο
5;01210300;Τ.Δ.Περατιάς
6;01210301;Περατιά,η
6;01210302;Αγία Βαρβάρα,η
6;01210303;Βαγιά,η (νησίς)
6;01210304;Φορτί,το (νησίς)
5;01210400;Τ.Δ.Πλαγιάς
6;01210401;Πλαγιά,η
6;01210402;Αμμούσα,η
6;01210403;Παλιά Πλαγιά,η
5;01210500;Τ.Δ.Πογωνίας
6;01210501;Πογωνιά,η
6;01210502;'Αγιος Νικόλαος,ο (νησίς)
6;01210503;Βαρκό,το
6;01210504;Στενόν,το
4;01220000;ΔΗΜΟΣ ΠΑΝΑΙΤΩΛΙΚΟΥ
5;01220100;Τ.Δ.Σκουτεράς
6;01220101;Σκουτερά,η
6;01220102;Βαρκούλια,τα
6;01220103;Ελληνικόν,το
6;01220104;Ζευγαράκι,το
6;01220105;Κακαβάς,ο
6;01220106;Λίμνη,η
6;01220107;Σταματογιανναίικα,τα
5;01220200;Τ.Δ.Αγίας Βαρβάρας
6;01220201;Αγία Βαρβάρα,η
5;01220300;Τ.Δ.Αγίας Παρασκευής
6;01220301;Αγία Παρασκευή,η
6;01220302;Γεροβασίλης,ο
5;01220400;Τ.Δ.Καστανούλας
6;01220401;Καστανούλα,η
5;01220500;Τ.Δ.Κερασέας
6;01220501;Κερασέα,η
6;01220502;Μαλεβρός,ο
6;01220503;Παλαιοκαρυά,η
6;01220504;Παλαιοκερασιά,η
5;01220600;Τ.Δ.Σιτομένων
6;01220601;Σιτόμενα,τα
6;01220602;Ξηράκια,τα
4;01230000;ΔΗΜΟΣ ΠΑΡΑΒΟΛΑΣ
5;01230100;Τ.Δ.Παραβόλας
6;01230101;Παραβόλα,η
6;01230102;Αγία Βαρβάρα,η
6;01230103;Κάτω Τραγάνα,η
6;01230104;Πλατανιάς,ο
6;01230105;Τραγάνα,η
5;01230200;Τ.Δ.Αφράτου
6;01230201;Αφράτον,το
5;01230300;Τ.Δ.Καλλιθέας
6;01230301;Καλλιθέα,η
6;01230302;Λούστρα,η
5;01230400;Τ.Δ.Κυρά Βγένας
6;01230401;Κυρά Βγένα,η
5;01230500;Τ.Δ.Λαμπιρίου
6;01230501;Λαμπίριον,το
6;01230502;Κάτω Λαμπίριον,το
5;01230600;Τ.Δ.Νερομάννας
6;01230601;Νερομάννα,η
6;01230602;Βαρειά,η
6;01230603;Δογρή,η
